,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,EB
4907,4908,15739931,Yuan,523,0,1,34,2,161588.89,1,1,1,51358.66,0,3.1462832169999997
4908,4909,15806256,Jackson,540,0,1,48,2,109349.29,1,1,0,88703.04,1,1.232756961
4909,4910,15787258,Ross,596,0.5,0,29,6,0.0,2,1,0,116696.77,0,0.0
4910,4911,15706463,Yang,597,0,0,36,9,0.0,2,1,1,7156.09,0,0.0
4911,4912,15691004,Yu,407,0.5,1,37,1,0.0,1,1,1,49161.12,1,0.0
4912,4913,15792228,Onwumelu,748,0,1,60,0,152335.7,1,1,0,126743.33,1,1.201922815
4913,4914,15733447,Gay,562,0,0,51,1,124662.54,1,1,1,65390.46,1,1.90643314
4914,4915,15679062,Morrison,734,1,0,47,10,91522.04,2,1,1,138835.91,0,0.659210142
4915,4916,15594409,Belov,710,0,1,45,1,0.0,2,1,1,36154.66,0,0.0
4916,4917,15613816,Mao,539,0.5,0,39,6,62052.28,1,0,1,59755.14,0,1.038442551
4917,4918,15681991,Walsh,542,0,1,32,7,107871.72,1,1,0,125302.64,0,0.8608894429999999
4918,4919,15796074,Bruno,717,0,0,36,2,99472.76,2,1,0,94274.72,1,1.055137157
4919,4920,15625941,Gray,682,0.5,0,50,10,128039.01,1,1,1,102260.16,0,1.252090844
4920,4921,15615016,Maurer,515,0,1,33,2,0.0,2,1,1,136028.97,0,0.0
4921,4922,15748414,Chiang,526,0.5,0,33,8,114634.63,2,1,0,110114.38,1,1.041050497
4922,4923,15751203,Cattaneo,702,0,1,26,5,56738.47,2,1,1,100442.22,1,0.5648866579999999
4923,4924,15662658,Grieve,651,1,1,34,2,90355.12,2,0,0,193597.94,0,0.46671529700000003
4924,4925,15574868,Lowell,792,1,1,36,5,115725.24,2,0,0,1871.25,0,61.84381563
4925,4926,15790282,Trentino,817,1,1,58,3,114327.59,2,1,1,42831.11,0,2.669265167
4926,4927,15762927,Sung,674,1,0,36,6,100762.64,1,1,0,182156.86,0,0.553164125
4927,4928,15803456,Yen,641,0,0,40,9,0.0,1,0,0,151648.66,1,0.0
4928,4929,15771857,Philipp,513,0.5,1,39,7,89039.9,2,1,1,146738.83,0,0.6067916720000001
4929,4930,15700601,Dynon,561,0,1,34,1,78829.53,1,1,1,12148.2,0,6.488988492000001
4930,4931,15569670,Alexeyeva,627,1,1,30,6,112372.96,1,1,1,118029.09,0,0.952078509
4931,4932,15772341,Hs?eh,682,1,1,81,6,122029.15,1,1,1,50783.88,0,2.402911121
4932,4933,15661548,Ferri,683,0,0,29,0,157829.12,1,0,0,129891.66,0,1.215082785
4933,4934,15787597,Hsu,420,1,0,31,1,108377.75,2,1,1,9904.63,0,10.94213009
4934,4935,15806913,Bishop,670,0,0,54,2,95507.12,1,1,1,63213.31,0,1.510870416
4935,4936,15804862,Toscani,505,1,1,43,6,127146.68,1,0,0,137565.87,0,0.9242603559999999
4936,4937,15792986,T'ao,580,1,1,24,1,133811.78,1,1,0,17185.95,1,7.786114821
4937,4938,15625632,Philip,577,0,1,36,3,121092.47,2,0,1,143783.46,0,0.842186368
4938,4939,15727703,Li Fonti,773,1,1,34,10,126979.75,1,0,0,36823.28,0,3.448355225
4939,4940,15606273,Rene,616,0,1,37,5,144235.73,2,0,0,154957.66,1,0.9308073570000001
4940,4941,15799652,Daigle,763,0,0,38,0,152582.2,2,0,0,31892.82,0,4.78421789
4941,4942,15715047,Joshua,640,0.5,1,43,9,172478.15,1,1,0,191084.4,1,0.902628106
4942,4943,15784687,Simmons,592,0,1,36,1,126477.42,1,0,0,179718.17,0,0.7037542170000001
4943,4944,15615322,Jamieson,528,0.5,1,43,7,97473.87,2,1,1,159823.16,0,0.6098857639999999
4944,4945,15722072,Hou,630,0,1,53,5,138053.67,1,0,1,114110.97,0,1.2098194420000001
4945,4946,15646784,Cochran,529,0,0,31,2,164003.05,2,1,1,60993.23,0,2.688873011
4946,4947,15644692,Bibb,546,0,0,47,8,0.0,1,1,1,66408.01,1,0.0
4947,4948,15670354,Jen,753,0,0,62,6,0.0,2,1,1,136398.9,0,0.0
4948,4949,15716357,Corran,772,0.5,0,39,4,122486.11,2,1,1,140709.25,0,0.8704908170000001
4949,4950,15786717,He,567,0,1,36,1,0.0,2,0,0,8555.73,0,0.0
4950,4951,15771383,Loggia,628,1,0,45,6,53667.44,1,1,0,115022.94,0,0.46658031899999997
4951,4952,15649793,Lovely,658,0,1,20,7,0.0,2,0,0,187638.34,0,0.0
4952,4953,15731543,Becker,679,0.5,1,58,9,109327.65,1,1,1,3829.13,0,28.55156393
4953,4954,15684516,Plascencia,629,0.5,1,34,1,121151.05,1,0,0,119357.93,0,1.015023049
4954,4955,15677249,Somadina,731,0.5,1,42,9,101043.63,1,1,1,192175.52,0,0.525788248
4955,4956,15581525,Walker,775,1,1,33,3,83501.66,2,1,0,128841.31,0,0.64809695
4956,4957,15628420,Alekseeva,660,0.5,1,33,2,80462.24,1,0,0,150422.35,0,0.534908808
4957,4958,15600478,Watson,752,0,1,39,3,0.0,1,1,0,188187.05,0,0.0
4958,4959,15594502,Zotov,655,0,1,37,6,109093.41,2,1,0,1775.52,0,61.44307583
4959,4960,15784361,Williamson,543,0.5,0,46,5,140355.6,1,1,1,85086.78,0,1.649558251
4960,4961,15767626,Carpenter,811,0,1,42,10,0.0,2,1,1,3797.79,0,0.0
4961,4962,15632521,Cattaneo,689,1,1,45,0,130170.82,2,1,0,150856.38,0,0.8628791170000001
4962,4963,15665088,Gordon,531,0,0,42,2,0.0,2,0,1,90537.47,0,0.0
4963,4964,15652084,Boni,515,0,1,40,0,109542.29,1,1,1,166370.81,0,0.658422532
4964,4965,15574761,Lynch,466,0,0,41,3,33563.95,2,1,0,178994.13,1,0.18751425
4965,4966,15729515,McCarthy,782,0,1,36,1,148795.17,2,1,1,195681.43,0,0.7603949440000001
4966,4967,15682070,Davies,611,0,1,64,9,0.0,2,1,1,53277.15,0,0.0
4967,4968,15743817,Hargreaves,621,1,1,40,8,174126.75,3,1,0,172490.78,1,1.009484391
4968,4969,15572158,Blackburn,604,0.5,1,41,3,0.0,1,0,0,11819.84,0,0.0
4969,4970,15584477,K?,655,0.5,0,35,1,106405.03,1,1,1,82900.25,0,1.28353087
4970,4971,15614893,Meng,689,0.5,1,38,2,0.0,1,1,1,82709.8,0,0.0
4971,4972,15665963,Cattaneo,681,0.5,1,30,2,128393.29,1,1,1,180593.45,0,0.7109520859999999
4972,4973,15612524,Hunt,643,1,1,41,2,127841.52,1,1,0,172363.41,0,0.741697556
4973,4974,15596962,Owens,617,0,0,24,4,137295.19,2,1,1,91195.12,0,1.505510273
4974,4975,15744942,Steele,638,0.5,0,55,2,155828.22,1,0,1,108987.25,1,1.4297839430000001
4975,4976,15573278,Kennedy,743,0,1,39,6,0.0,2,1,0,44265.28,0,0.0
4976,4977,15717056,Pan,828,1,0,25,7,144351.86,1,1,0,116613.26,0,1.237868318
4977,4978,15795881,Alexander,776,0.5,1,35,8,106365.29,1,1,1,148527.56,0,0.716131673
4978,4979,15758939,Bray,540,1,1,35,7,127801.88,1,0,1,84239.46,0,1.517126059
4979,4980,15792250,Nnabuife,616,1,0,45,4,122793.96,1,1,1,62002.04,0,1.9804825780000002
4980,4981,15740406,Padovesi,628,1,1,38,10,113525.84,1,1,0,46044.48,1,2.465568946
4981,4982,15768137,Bray,667,0.5,0,23,6,136100.69,2,0,0,169669.33,1,0.802152575
4982,4983,15569120,Lucas,615,0,1,30,7,0.0,2,1,1,156346.84,0,0.0
4983,4984,15723721,Tinline,543,0,1,30,4,140916.81,1,1,0,157711.18,0,0.8935118609999999
4984,4985,15777122,Esomchi,553,0,0,31,4,0.0,2,1,1,89087.4,0,0.0
4985,4986,15742681,Liao,554,1,1,26,4,121365.39,1,1,1,8742.36,0,13.88245165
4986,4987,15582090,Iroawuchi,684,0.5,0,36,4,0.0,1,1,0,117038.96,0,0.0
4987,4988,15711254,Retana,452,0,0,35,7,0.0,2,1,0,164241.67,0,0.0
4988,4989,15775067,Fang,606,0,1,47,3,93578.68,2,0,1,137720.56,1,0.679482279
4989,4990,15602851,Ozioma,629,0,1,40,9,0.0,1,1,0,106.67,0,0.0
4990,4991,15802857,Robson,659,0.5,0,33,8,115409.6,1,0,1,1539.21,0,74.97976235
4991,4992,15701175,Bruno,493,0,0,33,8,90791.69,1,1,1,59659.53,0,1.52183046
4992,4993,15783019,Price,794,0,0,62,9,123681.32,3,1,0,173586.63,1,0.7125048740000001
4993,4994,15728912,Swanson,554,0,0,44,6,92436.86,1,1,0,126033.9,0,0.733428546
4994,4995,15585580,Chang,796,1,0,52,9,167194.36,1,1,1,62808.93,1,2.66195205
4995,4996,15583480,Morgan,807,0,0,36,4,0.0,2,0,1,147007.33,0,0.0
4996,4997,15620341,Nwebube,500,1,1,44,9,160838.13,2,1,0,196261.64,0,0.8195087440000001
4997,4998,15613886,Trevisan,722,0.5,1,43,1,0.0,1,1,0,44560.17,1,0.0
4998,4999,15792916,Ositadimma,559,0.5,0,40,7,144470.77,1,1,1,18917.95,0,7.636703237000001
4999,5000,15710408,Cunningham,584,0.5,0,38,3,0.0,2,1,1,4525.4,0,0.0
5000,5001,15598695,Fields,834,1,0,68,9,130169.27,2,0,1,93112.2,0,1.397982971
5001,5002,15649354,Johnston,754,0.5,1,35,4,0.0,2,1,1,9658.41,0,0.0
5002,5003,15737556,Vasilyev,590,0,1,43,7,81076.8,2,1,1,182627.25,1,0.44394689200000004
5003,5004,15671610,Hooper,740,0,1,36,7,0.0,1,1,1,13177.4,0,0.0
5004,5005,15625092,Colombo,502,1,0,57,3,101465.31,1,1,0,43568.31,1,2.328878719
5005,5006,15741032,Tsao,733,0,1,48,5,0.0,1,0,1,117830.57,0,0.0
5006,5007,15750014,Chikere,755,1,0,37,0,113865.23,2,1,1,117396.25,0,0.969922208
5007,5008,15784761,Ballard,554,0.5,0,46,7,87603.35,3,0,1,96929.24,1,0.9037866179999999
5008,5009,15768359,Akhtar,534,0,1,36,4,120037.96,1,1,0,36275.94,0,3.309024108
5009,5010,15805769,O'Loughlin,656,0.5,1,33,4,0.0,2,1,0,116706.0,0,0.0
5010,5011,15719508,Davis,575,1,1,49,7,121205.15,4,1,1,168080.53,1,0.721113564
5011,5012,15609011,Barry,480,0.5,1,47,8,75408.33,1,1,0,25887.89,1,2.912880501
5012,5013,15703106,K'ung,575,0,1,40,5,0.0,2,1,1,122488.59,0,0.0
5013,5014,15626795,Gorman,672,0,0,40,3,0.0,1,1,0,113171.61,1,0.0
5014,5015,15773731,John,758,0.5,0,35,5,0.0,2,0,0,100365.51,0,0.0
5015,5016,15756196,Tsou,682,0,1,50,6,121818.84,2,0,1,124151.37,0,0.9812122090000001
5016,5017,15687903,Okonkwo,501,0,0,29,8,0.0,2,1,0,112664.24,0,0.0
5017,5018,15777599,Esposito,746,1,1,34,6,141806.0,2,1,1,183494.87,0,0.772806346
5018,5019,15754577,Boni,556,0,0,51,8,61354.14,1,1,0,198810.65,1,0.308605902
5019,5020,15584113,Pratt,823,1,0,53,4,124954.94,1,0,1,131259.6,1,0.9519680079999999
5020,5021,15669589,Page,491,1,0,68,1,95039.12,1,0,1,116471.14,1,0.8159885790000001
5021,5022,15632793,Wilkinson,638,0,0,29,9,103417.74,1,1,1,15336.4,0,6.74328656
5022,5023,15711130,Tseng,734,0,1,45,2,0.0,2,1,0,99593.28,0,0.0
5023,5024,15615254,Clark,555,0,1,40,10,43028.77,1,1,0,170514.21,0,0.252347121
5024,5025,15720583,Finch,745,1,0,44,0,119638.21,1,1,1,34265.08,1,3.491549122
5025,5026,15780432,Shen,728,0,1,37,3,122689.51,2,0,0,106977.53,1,1.146871778
5026,5027,15673223,Hou,626,0,1,44,10,0.0,2,0,0,164287.86,0,0.0
5027,5028,15807989,Wall,681,1,1,37,8,73179.34,2,1,1,25292.53,0,2.8933183039999997
5028,5029,15761168,Manna,478,0,0,38,4,171913.87,1,1,0,51820.87,1,3.317463987
5029,5030,15651272,Reyes,709,0,1,38,5,0.0,2,1,1,81452.29,0,0.0
5030,5031,15812832,Jideofor,562,1,1,33,8,92659.2,2,1,0,1354.25,0,68.42104486
5031,5032,15680517,Sal,769,1,0,34,7,137239.17,1,1,1,71379.92,1,1.922657941
5032,5033,15750569,Iweobiegbunam,684,1,0,46,3,102955.14,2,1,0,154137.33,0,0.667944229
5033,5034,15690743,Shao,536,0,0,61,8,65190.29,1,1,1,64308.49,1,1.0137120309999998
5034,5035,15627741,Heath,631,1,0,29,2,96863.52,2,1,1,31613.35,0,3.06400682
5035,5036,15712121,Chidimma,657,0.5,1,34,5,154983.98,1,1,0,27738.01,0,5.587422457000001
5036,5037,15805429,Murray,699,1,1,59,3,106819.65,1,0,1,163570.25,0,0.653050601
5037,5038,15814923,Sullivan,606,0.5,1,38,7,128578.52,1,1,1,193878.51,0,0.663191191
5038,5039,15589230,Wu,612,0,0,63,2,126473.33,1,0,1,147545.65,0,0.857181015
5039,5040,15775490,Downie,660,0,0,38,5,110570.78,2,1,0,195906.59,0,0.564405618
5040,5041,15749727,Chukwufumnanya,829,0.5,1,50,7,0.0,2,0,1,178458.86,0,0.0
5041,5042,15619238,Allan,567,0.5,1,29,8,0.0,2,1,0,156125.72,0,0.0
5042,5043,15593468,Findlay,850,0,0,33,3,0.0,2,1,1,11159.19,0,0.0
5043,5044,15718454,Ch'eng,712,0.5,0,44,2,0.0,2,0,0,45738.94,0,0.0
5044,5045,15789498,Miller,562,0,1,30,3,111099.79,2,0,0,140650.19,0,0.789901457
5045,5046,15744691,Tsai,755,0,0,29,3,0.0,3,1,0,4733.94,0,0.0
5046,5047,15708289,Graham,793,0.5,1,25,3,100913.57,1,0,0,10579.72,0,9.538397046
5047,5048,15790412,Norton,471,0.5,1,26,8,0.0,2,1,1,179655.87,0,0.0
5048,5049,15741416,Yegorov,707,0,1,42,2,16893.59,1,1,1,77502.56,0,0.21797460600000002
5049,5050,15598894,Holt,784,0.5,1,38,10,122267.85,1,0,0,145759.93,0,0.8388303290000001
5050,5051,15663294,Kao,703,0,1,32,1,125685.79,1,1,1,56246.72,0,2.234544343
5051,5052,15572728,Ross,704,0.5,1,36,8,127397.34,1,1,0,151335.24,0,0.841822037
5052,5053,15706729,Hsiao,662,0,1,38,0,105271.56,1,0,1,179833.45,0,0.585383642
5053,5054,15674433,Allan,636,1,0,28,2,115265.14,1,0,0,191627.85,0,0.6015051570000001
5054,5055,15641170,Liang,640,0.5,1,36,4,0.0,1,0,0,173016.46,0,0.0
5055,5056,15806284,Briggs,739,0.5,1,31,1,0.0,2,1,1,58469.75,0,0.0
5056,5057,15690958,Cantrell,767,1,1,23,2,139542.82,1,0,1,28038.28,0,4.9768680530000005
5057,5058,15606386,Wang,753,1,0,46,3,111512.75,3,1,0,159576.75,1,0.69880324
5058,5059,15682322,Aksenov,714,0,1,37,9,148466.93,2,0,1,151280.96,0,0.9813986509999999
5059,5060,15579915,Glennon,707,0,1,29,4,0.0,2,1,0,139953.94,0,0.0
5060,5061,15681928,Yancy,577,0,0,35,4,108155.49,1,1,0,105407.79,0,1.0260673329999999
5061,5062,15734005,Mazzi,633,0,0,42,1,0.0,2,1,0,56865.62,0,0.0
5062,5063,15650432,Liu,849,1,1,41,10,84622.13,1,1,1,198072.16,0,0.42722879399999997
5063,5064,15592578,Nucci,614,0.5,0,41,7,146997.64,2,0,0,137791.18,0,1.066814581
5064,5065,15671243,Y?,558,0,0,47,9,0.0,2,1,0,103787.28,0,0.0
5065,5066,15775709,Nucci,832,0,0,27,10,98590.25,1,1,0,30912.89,0,3.189292557
5066,5067,15702631,Tang,567,0,0,26,2,0.0,2,1,1,78651.55,0,0.0
5067,5068,15602282,Kao,587,1,0,45,8,134980.74,1,1,1,123309.57,1,1.094649345
5068,5069,15717879,Chen,712,0.5,0,79,5,108078.56,1,1,1,174118.93,0,0.620716886
5069,5070,15740878,Yao,655,0.5,0,29,9,0.0,2,0,1,85736.26,0,0.0
5070,5071,15794468,Tsou,641,0,0,42,6,0.0,2,0,0,121138.77,0,0.0
5071,5072,15773277,Barnes,676,0,1,35,5,106836.67,2,1,0,84199.78,0,1.268847377
5072,5073,15572657,H?,472,0,1,29,8,102490.27,1,0,1,181224.56,0,0.565542937
5073,5074,15800295,Cruz,644,1,1,34,9,112746.54,2,0,0,141230.07,0,0.798318234
5074,5075,15672397,Smith,598,0,1,38,0,125487.89,1,0,0,158111.71,0,0.79366601
5075,5076,15684921,Onuchukwu,792,0.5,1,25,8,142862.21,1,1,1,130639.01,0,1.093564702
5076,5077,15720676,Bukowski,700,0,0,37,7,0.0,2,1,0,17040.82,0,0.0
5077,5078,15731829,Simmons,616,0,1,34,10,0.0,2,1,0,25662.27,0,0.0
5078,5079,15732672,Stewart,743,0.5,1,35,6,79388.33,1,1,1,193360.69,0,0.41057119700000005
5079,5080,15692406,Gow,427,0,1,37,5,0.0,2,1,1,121485.1,0,0.0
5080,5081,15764405,Williams,731,0,1,29,10,0.0,2,1,1,162452.65,0,0.0
5081,5082,15757537,Francis,610,0,0,31,6,107784.65,1,1,1,141137.53,0,0.763685251
5082,5083,15793307,Calabresi,724,0.5,0,41,4,142880.28,3,0,0,185541.2,1,0.770073062
5083,5084,15660679,Chimaobim,653,0.5,0,38,9,149571.94,1,1,0,118383.18,0,1.263456008
5084,5085,15666856,Chikwendu,774,0,1,49,1,142767.39,1,1,1,8214.41,0,17.38011494
5085,5086,15687372,Padovesi,547,1,1,49,8,121537.71,2,1,0,46521.45,1,2.612509068
5086,5087,15667289,Henderson,719,0.5,1,50,2,0.0,2,0,0,10772.13,0,0.0
5087,5088,15624641,Kharlamova,740,0.5,1,43,9,0.0,1,1,0,199290.68,1,0.0
5088,5089,15734610,Onio,543,0,1,42,4,89838.71,3,1,0,85983.54,1,1.04483614
5089,5090,15631882,Yeh,688,1,1,45,9,103399.87,1,0,0,129870.93,0,0.796174094
5090,5091,15642709,Feng,474,0,0,30,9,0.0,2,0,0,63158.22,0,0.0
5091,5092,15811026,Norman,505,1,1,43,5,136855.94,2,1,0,171070.52,0,0.799997218
5092,5093,15596303,White,688,0,0,39,0,0.0,2,1,0,53222.15,1,0.0
5093,5094,15787255,Manfrin,650,1,0,55,2,140891.46,3,1,1,179834.45,1,0.783450891
5094,5095,15617166,Ritchie,610,0,1,37,0,0.0,1,1,0,114514.64,0,0.0
5095,5096,15742442,Udegbulam,705,0.5,0,46,5,89364.91,1,0,1,139162.15,0,0.642163907
5096,5097,15758692,Kao,669,0,0,29,7,146011.4,1,0,0,50249.16,0,2.905748076
5097,5098,15568238,Diaz,650,0.5,1,20,8,0.0,2,1,1,113469.65,0,0.0
5098,5099,15730353,Olisaemeka,550,1,1,29,9,145294.08,2,1,0,147484.13,0,0.9851506059999999
5099,5100,15731555,Ross-Watt,595,1,0,45,9,106000.12,1,0,0,191448.96,1,0.553673
5100,5101,15582404,Miller,572,0.5,0,26,5,0.0,2,1,0,119381.41,0,0.0
5101,5102,15721462,Shubin,622,0.5,0,58,2,0.0,2,1,1,33277.31,0,0.0
5102,5103,15632899,Nwankwo,662,0.5,1,20,9,104508.77,2,0,0,73107.53,0,1.4295212819999998
5103,5104,15808526,Cartwright,783,1,0,58,3,127539.3,1,1,1,96590.39,1,1.3204139670000001
5104,5105,15694349,Ngozichukwuka,714,0.5,1,44,7,0.0,1,0,1,6923.11,0,0.0
5105,5106,15718465,Sadler,671,1,1,51,3,96891.46,1,1,0,176403.33,1,0.549260946
5106,5107,15682995,Azuka,600,0,0,32,1,78535.25,1,1,0,64349.6,0,1.220446592
5107,5108,15584776,Shen,847,0.5,0,37,9,112712.17,1,1,0,116097.26,0,0.9708426370000001
5108,5109,15777772,Whittaker,650,0.5,1,55,9,119618.42,1,1,1,29861.13,0,4.005823624
5109,5110,15576156,Abazu,710,0.5,0,28,6,0.0,1,1,0,48426.98,0,0.0
5110,5111,15646756,Murphy,682,0,0,33,8,74963.5,1,1,1,32770.56,0,2.287525755
5111,5112,15742886,Ford,642,0,1,26,1,138023.79,2,0,1,117060.2,0,1.179083839
5112,5113,15586135,Gratwick,536,0.5,0,28,4,0.0,1,1,1,136197.65,0,0.0
5113,5114,15616152,Pai,754,0,0,47,1,185513.67,1,1,0,27438.83,0,6.760990538
5114,5115,15721460,Lorenzo,678,0,1,60,8,185648.56,1,0,0,192156.54,1,0.966131884
5115,5116,15727317,Brady,533,1,0,49,1,102286.6,3,1,0,69409.37,1,1.47367135
5116,5117,15649536,Wong,741,1,1,38,4,128015.83,1,1,0,58440.43,0,2.1905353880000002
5117,5118,15754929,Douglas,757,0,1,31,10,39539.39,2,0,0,192519.39,0,0.205378741
5118,5119,15572051,Kennedy,721,0,1,40,3,0.0,1,1,1,144874.67,0,0.0
5119,5120,15668142,Chang,700,0,1,37,3,77608.46,2,1,1,175373.46,0,0.442532525
5120,5121,15701176,Brown,663,0,1,26,5,141462.13,1,1,0,440.2,0,321.3587687
5121,5122,15708422,Hsiung,677,0.5,0,35,0,0.0,2,0,0,76637.38,0,0.0
5122,5123,15655632,MacDonald,655,0,1,27,2,131691.33,1,1,0,49480.66,0,2.661470765
5123,5124,15744606,Davidson,832,0.5,1,29,8,93833.86,1,0,1,10417.87,0,9.00701007
5124,5125,15612140,Milano,721,0.5,0,46,7,137933.39,1,1,1,67976.57,0,2.029131361
5125,5126,15656086,Bovee,542,0.5,1,54,8,105770.14,1,0,1,140929.98,1,0.75051554
5126,5127,15655298,Lewis,654,0.5,0,54,5,0.0,2,0,1,47139.06,0,0.0
5127,5128,15644796,Dyer,821,0.5,0,38,8,0.0,2,0,1,126241.4,1,0.0
5128,5129,15726250,Hsia,508,0,0,38,3,166328.65,2,0,1,22614.19,0,7.355056714
5129,5130,15764432,Hicks,588,1,0,42,2,164307.77,1,1,0,48498.19,0,3.3879155080000003
5130,5131,15631721,Millar,691,1,1,38,9,163965.69,2,0,1,103511.26,0,1.584037234
5131,5132,15707479,Fan,664,0,1,40,7,125608.72,1,1,0,122073.48,0,1.028959935
5132,5133,15579826,Young,439,0,0,66,9,0.0,1,1,0,65535.56,0,0.0
5133,5134,15668104,Kerr,479,0.5,1,37,6,118433.94,1,0,1,160060.9,0,0.739930489
5134,5135,15641604,Frolova,850,0,0,55,10,98488.08,1,1,0,155879.57,1,0.631821604
5135,5136,15587240,Vasilyev,518,0,1,40,4,0.0,2,0,1,194416.58,0,0.0
5136,5137,15680767,Sabbatini,717,1,0,64,10,98362.35,2,1,1,21630.21,0,4.547452383
5137,5138,15601594,Ifeanacho,698,0,0,51,6,144237.91,4,1,0,157143.61,1,0.917873212
5138,5139,15589969,Capon,850,0,1,34,6,0.0,1,0,1,52796.31,0,0.0
5139,5140,15703728,Chieloka,700,0.5,1,47,4,0.0,1,1,0,121798.52,1,0.0
5140,5141,15617790,Hanson,626,0,0,29,4,105767.28,2,0,0,41104.82,0,2.573111377
5141,5142,15662500,Ts'ao,774,0.5,1,32,9,0.0,2,1,0,10604.48,0,0.0
5142,5143,15778526,Bradshaw,719,0.5,0,48,5,0.0,2,0,0,78563.66,0,0.0
5143,5144,15670584,Nkemakolam,646,0.5,1,31,2,0.0,1,1,1,170821.43,1,0.0
5144,5145,15748069,Clunie,485,0,0,25,3,134467.26,1,1,1,113266.09,0,1.187180205
5145,5146,15680597,Cover,784,1,1,38,1,138515.02,1,1,1,171768.76,0,0.806404028
5146,5147,15628992,Esposito,850,1,1,32,2,128647.98,2,0,0,54416.18,0,2.3641494130000003
5147,5148,15719624,Hodgson,669,0,0,38,9,121858.98,1,1,0,130755.34,0,0.931961785
5148,5149,15812767,Harvey,731,0.5,1,70,3,0.0,2,1,1,141180.66,0,0.0
5149,5150,15689201,Dobie,721,0,0,49,1,120108.56,1,0,1,183421.76,0,0.6548217620000001
5150,5151,15614716,Okwudilichukwu,515,0,0,37,0,196853.62,1,1,1,132770.11,0,1.4826651869999998
5151,5152,15683618,Dyer,774,0,0,35,3,121418.62,1,1,1,24400.37,0,4.976097493999999
5152,5153,15799631,Chase,585,0.5,1,36,10,0.0,2,1,1,180318.6,0,0.0
5153,5154,15692259,Baresi,695,0,0,29,9,0.0,2,1,0,111565.45,0,0.0
5154,5155,15590966,Lo,729,1,0,42,4,97495.8,2,0,0,2002.5,0,48.6870412
5155,5156,15656426,Tyler,713,0,0,42,3,0.0,2,0,0,82565.01,0,0.0
5156,5157,15675256,Ts'ui,555,0.5,1,33,5,127343.4,1,0,1,121789.3,0,1.04560417
5157,5158,15751185,Aparicio,699,0.5,0,50,0,158633.61,1,1,0,193785.87,0,0.8186025640000001
5158,5159,15789582,Macleod,587,0,1,55,9,0.0,1,1,0,64593.07,0,0.0
5159,5160,15651103,Sal,762,0.5,0,69,9,183744.98,1,1,1,196993.69,0,0.9327455109999999
5160,5161,15672299,Yeh,510,0,1,44,6,0.0,2,1,1,175518.31,0,0.0
5161,5162,15772250,Udegbunam,842,0.5,1,46,9,0.0,1,0,0,17268.02,0,0.0
5162,5163,15763922,Alexandrov,608,0,1,31,7,79962.92,2,1,0,60901.72,0,1.31298295
5163,5164,15633870,Ozioma,850,0,0,36,10,0.0,2,1,1,100750.03,0,0.0
5164,5165,15624323,Atkins,642,0,1,36,4,0.0,2,1,1,195224.91,0,0.0
5165,5166,15688612,Campos,850,0,1,33,7,140956.99,1,0,0,3510.18,0,40.1566273
5166,5167,15694644,Wood,455,0.5,0,43,6,0.0,1,1,1,81250.79,0,0.0
5167,5168,15587174,Kerr,726,0,1,29,7,0.0,2,1,1,91844.14,1,0.0
5168,5169,15579559,Chienezie,544,0.5,1,30,8,145241.63,1,1,1,80676.83,0,1.800289253
5169,5170,15775430,Tsou,651,1,1,31,7,138008.06,2,1,0,129912.74,0,1.0623135190000002
5170,5171,15623695,McKinnon,814,0,0,31,4,0.0,2,1,1,142029.17,0,0.0
5171,5172,15760849,Nwachukwu,537,0,1,39,2,0.0,2,1,1,137651.6,0,0.0
5172,5173,15813095,Nwebube,553,0,1,37,2,0.0,2,1,0,33877.29,0,0.0
5173,5174,15705281,Burt,800,0.5,1,38,9,0.0,1,1,0,78744.39,0,0.0
5174,5175,15812594,Ross,791,0,1,34,7,0.0,2,1,0,96734.46,0,0.0
5175,5176,15626322,Lees,699,0.5,0,29,9,127570.93,2,1,0,164756.81,0,0.7742983729999999
5176,5177,15723105,Feetham,756,0,0,28,6,0.0,1,1,1,164394.65,0,0.0
5177,5178,15588449,Chuang,591,0.5,0,27,5,107812.67,1,0,1,162501.83,1,0.6634551129999999
5178,5179,15794849,Aitken,850,1,1,22,7,91560.58,2,0,0,10541.38,0,8.685824816
5179,5180,15620000,Chambers,760,1,1,34,6,121303.77,2,1,1,59325.21,0,2.044725505
5180,5181,15799720,Coburn,569,0.5,1,43,8,161546.68,2,0,1,178187.28,0,0.90661174
5181,5182,15711287,Ahmed,661,0.5,0,35,5,128415.45,1,1,0,142626.49,0,0.900361847
5182,5183,15613102,Ogochukwu,670,0,0,31,2,57530.06,1,1,1,181893.31,1,0.31628464
5183,5184,15621440,Soto,694,0,1,38,1,0.0,2,0,1,156858.2,0,0.0
5184,5185,15677146,Obiajulu,728,0,0,28,4,142243.54,2,1,0,33074.51,0,4.3006998439999995
5185,5186,15801169,Yegorova,764,1,0,39,9,138341.51,1,1,0,50072.94,1,2.762799828
5186,5187,15722425,Lucchese,639,0,1,32,9,0.0,2,1,0,111340.36,0,0.0
5187,5188,15682421,Talbot,683,0,0,30,2,0.0,2,0,1,100496.84,1,0.0
5188,5189,15691910,Lu,663,0.5,1,30,4,0.0,3,1,0,101371.05,0,0.0
